"sc_cluster","gene","mean_in","mean_out","logFC","pct_in","pct_out"
"C9","RGS1",3.23046169899048,1.04437754233137,2.18608415665911,0.962376237623762,0.529993041057759
"C9","CCL4L2",2.78180021771933,0.604770679823562,2.17702953789577,0.976237623762376,0.489074460681976
"C9","IFI30",3.71797523327457,1.55570217175879,2.16227306151577,0.998019801980198,0.709394572025052
"C9","TYROBP",3.63211462294202,1.47431948978232,2.1577951331597,1,0.616283924843424
"C9","PPP1R15A",3.48672693838148,1.36518415644617,2.12154278193531,0.994059405940594,0.836464857341684
"C9","GPR183",2.8162473955809,0.726089966546179,2.09015742903472,0.974257425742574,0.499930410577592
"C9","ENSG00000268173",3.7033759730677,1.62603729825969,2.07733867480802,1,0.761029923451635
"C9","IL1RN",2.52909190270047,0.459298559971234,2.06979334272923,0.924752475247525,0.389561586638831
"C9","BCL2A1",2.53130601786064,0.472197639403653,2.05910837845699,0.98019801980198,0.411551844119694
"C9","LAPTM5",3.83614891546242,1.820503175498,2.01564573996443,1,0.66026443980515
"C9","GADD45B",3.56376131489327,1.56292317611615,2.00083813877711,0.996039603960396,0.853027139874739
"C9","SLC11A1",2.74142818223579,0.748040342542782,1.99338783969301,0.976237623762376,0.558942240779402
"C9","PLIN2",3.17095961709254,1.18032423598935,1.99063538110319,0.982178217821782,0.711760612386917
"C9","NR4A2",2.62142489459232,0.647518314098006,1.97390658049431,0.97029702970297,0.541266527487822
"C9","FCER1G",3.29526733295628,1.33627824299344,1.95898908996284,1,0.599860821155184
